Category,contract,subtree_root,node_num,wl_counter
unchecked_low_level_calls,0xa46edd6a9a93feec36576ee5048146870ea2c3ae,53,11,"{""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""34010abbced199d4e4163aacb1e77ff0"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 2, ""79f5f876f0fe6ca9f2ba2f86985ca2b4"": 2, ""482dbcdf757776db604b1b02d31dabea"": 4, ""250c86dc780feb05a4baa4ca10cc8c2a"": 4, ""772a1600c1f1935f74f0db02d066f3a1"": 2, ""a906fee74be03f5d32a33fc067cc67b3"": 2, ""75ab2017b00e12311faf8ead49ec78ce"": 1, ""86a685fc27279ba121cc6625170f18f5"": 1}"
unchecked_low_level_calls,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77,42,8,"{""f0cac0646937350713c582f106d13b9a"": 2, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ddcc567cb41a54cb425ab67c1a43afb8"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""d3543f8c2bb7680e4b61602d18066e64"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""37489212c8b8da5921c308328bd68d94"": 1, ""44e9d8bd10d5af3a1aec198ea770c45e"": 1, ""2a8ea41605474fcd6afdd69d7070f1a7"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""e76aff24cabdef35707f0b04e574cc53"": 1, ""cf7f9e7fbec60d2eeaeb0f391d45aa91"": 1, ""c370976243a97b69ae65a1a4f41a9b83"": 1}"
unchecked_low_level_calls,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,32,10,"{""7def5797e916299c391aed1cd56da4f2"": 1, ""a94874c3d4a3c30606d9167d722fe5c3"": 1, ""f0cac0646937350713c582f106d13b9a"": 2, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ba0e0ed883ba141e134dc1a79ea9559d"": 1, ""98f06f14883922deee72fc1a3e6291c2"": 1, ""327c3c54f0227ce1a3243e878684d4ee"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""2f36611c504da5f1a15cebc3fab8889e"": 1, ""482dbcdf757776db604b1b02d31dabea"": 1, ""897686a6e68c1c2243017871c5b5b107"": 1, ""61c1c2faeb4fe06b7c9cee42583b1860"": 1, ""429e03a0945b9e18ec314dde2d3c215f"": 1, ""fbf33beb6c1862ee9fa612c68cd1055f"": 1, ""dd6ab40428746b2c8700e49c93cb2b98"": 1, ""60bb72be03b30ee9c838fe5a59ae7536"": 1, ""250f62f55ac4b87ffaa68db95d032e26"": 1, ""6eb2453d70966e0c76e5df7bca6e041d"": 1}"
unchecked_low_level_calls,0xbaa3de6504690efb064420d89e871c27065cdd52,42,8,"{""f0cac0646937350713c582f106d13b9a"": 2, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ddcc567cb41a54cb425ab67c1a43afb8"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""d3543f8c2bb7680e4b61602d18066e64"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""37489212c8b8da5921c308328bd68d94"": 1, ""44e9d8bd10d5af3a1aec198ea770c45e"": 1, ""2a8ea41605474fcd6afdd69d7070f1a7"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""e76aff24cabdef35707f0b04e574cc53"": 1, ""cf7f9e7fbec60d2eeaeb0f391d45aa91"": 1, ""c370976243a97b69ae65a1a4f41a9b83"": 1}"
unchecked_low_level_calls,0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c,42,8,"{""f0cac0646937350713c582f106d13b9a"": 2, ""cebba952b168d49d04183cc535c732b9"": 1, ""402adaf7cbeccccd1140420ecb1ac1e9"": 1, ""ddcc567cb41a54cb425ab67c1a43afb8"": 1, ""ca9ce4e23aa756caf480b939e4863f46"": 1, ""d3543f8c2bb7680e4b61602d18066e64"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""37489212c8b8da5921c308328bd68d94"": 1, ""44e9d8bd10d5af3a1aec198ea770c45e"": 1, ""2a8ea41605474fcd6afdd69d7070f1a7"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 1, ""e76aff24cabdef35707f0b04e574cc53"": 1, ""cf7f9e7fbec60d2eeaeb0f391d45aa91"": 1, ""c370976243a97b69ae65a1a4f41a9b83"": 1}"
unchecked_low_level_calls,0xd5967fed03e85d1cce44cab284695b41bc675b5c,50,9,"{""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""401754c0faf7f794f5248d2e7ca79e99"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 3, ""2093dd4fe9aca3694f88c8aeae763d3a"": 3, ""482dbcdf757776db604b1b02d31dabea"": 2, ""250c86dc780feb05a4baa4ca10cc8c2a"": 2, ""772a1600c1f1935f74f0db02d066f3a1"": 1, ""0756604499386814b0a7cf0500c7494b"": 1, ""54fb88f723782fe1775c8ac40501eac4"": 1, ""a6672be7e4e7c25780616c9fe5d78288"": 1}"
unchecked_low_level_calls,0xe894d54dca59cb53fe9cbc5155093605c7068220,60,9,"{""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""401754c0faf7f794f5248d2e7ca79e99"": 1, ""19e8792474a5543ff01e3ef470e037dd"": 3, ""2093dd4fe9aca3694f88c8aeae763d3a"": 3, ""482dbcdf757776db604b1b02d31dabea"": 2, ""250c86dc780feb05a4baa4ca10cc8c2a"": 2, ""772a1600c1f1935f74f0db02d066f3a1"": 1, ""0756604499386814b0a7cf0500c7494b"": 1, ""54fb88f723782fe1775c8ac40501eac4"": 1, ""a6672be7e4e7c25780616c9fe5d78288"": 1}"
access_control,mycontract,24,6,"{""19e8792474a5543ff01e3ef470e037dd"": 1, ""5c14559c3d36855428f51c3f0928f791"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""351b4e1bfc8432a06f1c7ba371fbcb85"": 1, ""a6f57c181b1affcf54b78647c028619d"": 1, ""b0a15c47ff833491aa154483c0146a4c"": 1, ""a1ac45afbd76edd1a4db372f810d12a5"": 1, ""ffb770e49f4a3fc1f39a895731b74b63"": 1, ""f95afd551713da8c5ee9a9226cbb99f6"": 1, ""1a35020bc794855d2be06c36bb8fe3db"": 1, ""e285a4001214edd932040913049ced51"": 1, ""def6fc0e8a4112bf24129b33cf947f16"": 1}"
access_control,phishable,27,6,"{""19e8792474a5543ff01e3ef470e037dd"": 1, ""5c14559c3d36855428f51c3f0928f791"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""351b4e1bfc8432a06f1c7ba371fbcb85"": 1, ""a6f57c181b1affcf54b78647c028619d"": 1, ""b0a15c47ff833491aa154483c0146a4c"": 1, ""a1ac45afbd76edd1a4db372f810d12a5"": 1, ""ffb770e49f4a3fc1f39a895731b74b63"": 1, ""f95afd551713da8c5ee9a9226cbb99f6"": 1, ""1a35020bc794855d2be06c36bb8fe3db"": 1, ""e285a4001214edd932040913049ced51"": 1, ""def6fc0e8a4112bf24129b33cf947f16"": 1}"
access_control,proxy,24,6,"{""19e8792474a5543ff01e3ef470e037dd"": 2, ""e76aff24cabdef35707f0b04e574cc53"": 1, ""f0cac0646937350713c582f106d13b9a"": 1, ""75efafa72cd242dffd2956086b3dabf4"": 1, ""cd0574b6ce3f38ed9f7fd65e4a3f62a5"": 1, ""3bcb45079ee6edd8c63fc41a8c1c49f5"": 1, ""fefe2a127a8ee7b9890583cc14447def"": 1, ""3dda280d7e19bbefb428a958922e6358"": 1, ""7566b0bb42799a4e1340b54582687cc5"": 1, ""cf7f9e7fbec60d2eeaeb0f391d45aa91"": 1, ""65d49a094c6c64a08c86f95b9ad6a44c"": 1}"
other,crypto_roulette,70,2,"{""bba84157926f1165cd40633a37b55cd2"": 1, ""dcd525a793e39e66adcc8c2b9a603aa3"": 1, ""3af626acff99e9a0b5b4777e73b626b0"": 1, ""10223c426e6c9f2cea5bb25eb8eea5e6"": 1}"
other,name_registrar,26,3,"{""bba84157926f1165cd40633a37b55cd2"": 1, ""3083aa5c770e79140681aa44ad7547b7"": 1, ""162c0b9f4d8cdd33e2f6c88fbe772695"": 1, ""324c473b8f83e3dff51ecb1cce2d45b1"": 1, ""b769b3e6816cab269c6767eb8e90965d"": 1, ""4b9e77cb391fc73828946a8123d91104"": 1}"
